entity_id,date,crime_head,BriefFacts,split,crime_subhead,suggested_acts,suggested_sections
1694,2023-09-13,robbery,Incident of robbery reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1695,2023-05-06,drug_offense,Incident of drug offense reported at Hebbal Flyover Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for contravention in relation to cannabis plant and cannabis,"Narcotic Drugs and Psychotropic Substances Act, 1985",20
1696,2025-03-22,cybercrime,Incident of cybercrime reported at Malleshwaram 15th Cross. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
1697,2026-02-23,assault,Incident of assault reported at Jayanagar 4th Block. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
1698,2024-03-11,robbery,Incident of robbery reported at Jayanagar 4th Block. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1699,2025-08-08,women_crime,Incident of women crime reported at Indiranagar 100ft Rd. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
1700,2024-09-02,chain_snatching,Incident of chain snatching reported at Malleshwaram 15th Cross. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
1701,2023-05-26,vehicle_theft,Incident of vehicle theft reported at Hebbal Flyover Junction. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
1702,2023-04-29,robbery,Incident of robbery reported at Yelahanka New Town. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1703,2023-07-14,assault,Incident of assault reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
1704,2023-02-02,robbery,Incident of robbery reported at Whitefield ITPL Area. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1705,2025-02-13,women_crime,Incident of women crime reported at Koramangala 5th Block. The reporting officer Officer Udarsh Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
1706,2025-10-20,vehicle_theft,Incident of vehicle theft reported at Koramangala 5th Block. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,General IPC Section,Indian Penal Code,Section 379 IPC
1707,2024-01-05,chain_snatching,Incident of chain snatching reported at Whitefield ITPL Area. The reporting officer Officer Advaith Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
1708,2025-09-16,women_crime,Incident of women crime reported at Indiranagar 100ft Rd. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
1709,2023-09-08,assault,Incident of assault reported at Indiranagar 100ft Rd. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
1710,2024-12-01,robbery,Incident of robbery reported at Koramangala 5th Block. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1711,2025-10-11,fraud,Incident of fraud reported at Electronic City Phase 1. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
1712,2024-08-22,fraud,Incident of fraud reported at Koramangala 5th Block. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
1713,2023-07-19,women_crime,Incident of women crime reported at Hebbal Flyover Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
1714,2025-04-05,robbery,Incident of robbery reported at Hebbal Flyover Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for robbery,"Indian Penal Code, 1860",392
1715,2026-05-17,assault,Incident of assault reported at Indiranagar 100ft Rd. The reporting officer Officer Aarnav Sha proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
1716,2025-10-28,vehicle_theft,Incident of vehicle theft reported at Electronic City Phase 1. The reporting officer Officer Udarsh Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,General IPC Section,Indian Penal Code,Section 379 IPC
1717,2026-02-27,drug_offense,Incident of drug offense reported at Koramangala 5th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Punishment for contravention in relation to cannabis plant and cannabis,"Narcotic Drugs and Psychotropic Substances Act, 1985",20
1718,2024-10-01,vehicle_theft,Incident of vehicle theft reported at Electronic City Phase 1. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
1719,2023-07-31,vehicle_theft,Incident of vehicle theft reported at Hebbal Flyover Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
1720,2026-03-02,burglary,Incident of burglary reported at Electronic City Phase 1. The reporting officer Officer Advaith Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
1721,2024-02-18,robbery,Incident of robbery reported at Jayanagar 4th Block. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
1722,2025-05-24,vehicle_theft,Incident of vehicle theft reported at HSR Layout Sector 2. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,General IPC Section,Indian Penal Code,Section 379 IPC
